album_uri,album_name,release_date
6sgDOXigMlI8yFsUTA1PYd,London City,2022-02-11
78QjnQhB5wqGwGVCyBH1cp,Performer,2018-04-10
0nzWTY1Bg0GR2Djuk6d2jT,Best of Pope Skinny,2015-01-07
7ywj5P8eZZL94EnjWWNb7a,Jata Bi,2019-11-18
0NWtBmqf1qPAbNizTNnAQe,Cartier Party,2022-02-11
0cDogC6lWtjK2tD59WgyY1,Violence,2021-02-25
6bVx4eRfz4Z1SqZKDyP6zs,Be My Bae,2016-07-13
2PGlZbVI1l8xE3vI3nrcAJ,I Run Ghana,2017-03-07
5KrmEwbGTZMAPxddBHifnK,Storm,2018-03-18
6r5mh2YiGGMIStfJ0Os9jX,Amu Na Nya,2021-07-01
0yqssurGopxpndCiFGFq7Y,Comfortable Lead,2017-04-14
2aba97QHRwjCk9HCl3JsSS,Sleepless Night,2020-05-08
3LsnxGrJUdOrtvxwPR6NZd,Rasta Flex,2015-04-10
6K2tAYmnJDwXMXlVC4o75w,No see am like that,2022-02-11
0gNM3DwALBhZi1nJQgZhsp,Run Dem Mouth,2016-11-29
2WSu1bsfpHrc60XgYoCByO,Congratulate,2019-06-17
1teweyyDmkaLipDmq11Qe0,Night Meetings,2021-09-03
2pnsOmYPLSHEyrP2aBqs0T,Ghost,2016-05-30
4768z8mKeFHSYxPHd0Zlkj,Likkle Time,2016-03-29
3ReYmz3YlqTNdSNyM888zP,Run,2016-05-30
3Y0Ejl5S5A91RGAMI3sDFL,Mus Get Rich,2017-09-14
3GbDhrbcmMsLDuO0T3zd2t,Bless Me (Symphony Riddim),2021-09-28
7vPRQH0t3fjEmPbsQKBOAe,Warning,2016-12-18
0oPsY7BpRpbA7F4UhkyvHt,Diamond,2017-11-06
7dN0eBWP0Rf24yz9usarpw,Top Gyallis Day,2020-10-26
0GqzDfwgfojf9gedBhjShf,Am da One,2016-11-23
2jhOzN4UoDZrWRRZ3OQ3Ae,Gangster Check Medley,2017-10-05
5azh5b4hrK0SPWpStgfNif,Times and Season,2015-03-31
7eQZjNWAivjBT5CPvLaRvU,Ragga Ragga,2022-02-11
4j1cUrHsomUyYMdNQNLnWU,Aroma,2016-11-23
7Mr6hALH72GKNdZXNgPlXc,Chairman,2016-03-29
7omFqV2epGsJ62dXpe9rm3,Life and War -Single,2016-09-30
5koYKSJP6Kjq87yXbFpLVe,Holiday,2016-11-24
23dbVpApjkW3klvMYSuWJM,Timaya,2017-11-27
5jq6Mz1j2bC3JhwdLQJWvY,Hear We Out,2016-12-18
3hwz3oCrVSTr5FQL9ytRnE,Doto,2021-08-22
7rvzQ5Rv9ZlZY9xkVHxmKe,Pinga (feat. Shatta Wale),2014-08-04
5pR30ijeOTdQlyvRlO8fue,Un General Announcement,2021-02-23
3NyZpgwGMreyPsTyXgSetO,Real African,2016-09-02
7GCCWw3WClJ5mYnThJHraK,Jamaican Garrison Christmas,2020-12-18
3wDI9dfIug67ojpLrreZvz,Producer 9-0 Presents The Bootleg Joints 2,2018-08-17
0ppe2s1atSJTfNTM8Ei84N,World Record,2017-11-12
2u9KuAkciuoyCsLR1mR4Li,Champion Gal,2016-08-10
5En1kXvCcmsllyEhIaHLwb,HipHop of Africa Playlist,2018-10-22
7h7W2686FOuW5BAJwxx28v,The Impossible Game Soundtrack Vol. 43,2020-08-26
79jbiM41Rx8XuH950qH4NG,By Request Vol. 95,2020-08-19
20uUfBb9hCmPLVQ23Tln8C,Kulcha Riddim,2014-10-06
7mQC19OeBmSk2wFWxiZePP,Benzo,2021-02-02
6HStwfamzQxoTAF63puiYI,Say Fi,2017-02-28
5sio778LeHf85eCQDczkhA,Sika Y3d3,2018-12-24
6s7v8LdpNYdUh4dj6Din3s,Stop Landguard,2017-10-14
7g8MBDbXwbuhPnZJBF1oth,Dweet Dirty,2020-06-05
69CjL3d6OkkR2l9Hlvmmzi,Nobody Go Talk,2017-10-26
01JvF26mpiLmy8DxlHwUVy,Control Ghana,2017-08-07
7gstd66KCSs7fi4A0fUsFu,Shut Up,2017-06-22
0zLTQ7MAbF0kSBY9L1LGQC,Warn Dem,2016-05-16
6OA0yIOCVmkmTdo1tcuHRQ,Big God,2019-03-11
06Xnh2h8h6VX5EhMYEVYen,419,2018-04-26
5cpb7UK62U1RgbbXGYnmyP,Dem Possess,2019-06-19
57Jv3FGJstEvWDdxmlswRc,Lift,2021-02-19
0X2v7PwDnLrb4Xw6u2nJ9l,Ina Dancehall,2017-04-21
0m9FTovh2bnJSYqyytPM9E,Mood,2018-01-19
5qnNNd1tOEO6P0SBQkSueX,Kill Fi Fun,2021-02-24
6IxnOxF4RioYGrisyTwFVP,Caan Stop Me - Single,2017-04-21
7FOlwGlGIz7l3dKFxGucvZ,Way to the Top,2019-05-04
2bOwrXc8G4evGjSRJpIkYA,Economy,2018-04-13
5IxLtT6mezzrv3El2vmKY1,Kasoa,2017-02-19
4MoWyB6XQa3ASbFxs5McLa,Don't Be Silly,2016-11-14
3EyAZV3Qwwl8kEyJsepP0o,Mahama Pepper,2016-01-27
6E9X9lNUVQmCUHh4uQTvyq,Kpokpomi,2019-06-18
0cleAE0ipULwKYJtGCWo4l,Storm Energy,2022-01-29
1AI1EZgNkkiFEm683QyJSQ,Aduro,2018-12-24
39nODNDYWv32NWoeS1eRRe,Tournament (Ghana Black Stars Remix),2019-06-29
2cZ2KecN1AaxJyqk5liReo,Sweet Palava,2020-04-29
4m7XTj4pWNHoz8nn1aB9Q3,Savage Life Riddim,2017-07-21
5S7D34VjqB8fTth6DinPJu,Teddy the Doll,2018-12-15
6Owtj16DAOWmEhUSP2bI6v,BORN CREY,2022-02-11
3KInflKxIb3CFbhuvWI8cs,Long Time (Etse),2016-03-29
5GF8VvS0TLrngJMoEFw8Bj,Can You,2021-06-10
1BzIU5txN40lLiClE0Saxk,HBD Mixtape,2018-11-29
5cJFYb7z9P2bm12Sh7iDvT,More Glory,2017-08-13
28wuSauoVCgACLlXbUS7iu,Power,2020-10-30
5bu2iH0JH9EXqExyoB1swE,Your Docket,2021-09-03
6nZwTdpT0yDHxjDpJsnbvR,Brutally Honest,2020-09-24
2oG4SNhBzc2V07iirTrdLI,One Way Riddim,2019-08-23
2tXPx6MaZ31iA0Z0ibmiFS,April Fool,2020-04-03
4fOGdOJUBzYiR1NTMr5OpG,Billionaire Sheikh Riddim,2020-07-24
45Fmb9Ltpf7Wn4TAh4RQaJ,Weekend Love Riddim,2019-04-19
4GwiTVck6zOVFvoEWbhMXi,Dem no fit wait,2022-09-13
4OjEurhlW6UJLSWP8cwzD8,Cloud 9 (Hip-Hop Mixtape),2017-10-17
527kh4KBZKL4sDew9yKrye,Sm Gad,2016-11-24
2GEMtRK8llM8bdmhEYxcHV,No Camera,2022-09-13
23SKn8VCnn6i7EEOeS8Rnd,God is my gun,2022-09-13
6hctIJVQRPNvSHwOUnPmuX,Mina mino boyz,2022-09-13
44tXwi489fDcedhgFe7HDj,Salala Nigga,2016-11-24
5bktrBa8MHB3bwaQfNxKHx,Round 3,2019-02-28
4kFbdnFE8xiktZrXLCn7uR,Stamina,2016-06-07
0ox0AVF2DnmNhlkpa1oNSd,Brokors,2021-09-01
1XV816jPMDEIuew8MQIZJr,Kumerica,2020-08-28
5JuwFJ84QudMuRIJtXOY6k,Maxwell Adam Mahama (Justice for Mahama),2017-06-06
5ASQykDsoI8cYUpwKqpB9V,Campaign,2019-03-18
0tV3DTZOj4wdmjPCdEeUYY,Luv Mi Suh,2016-04-12
0pxsOdUUqdNolggdFnZbiT,Jackpot,2021-10-11
6P8eQRTWNcwKGeZIfRjy0g,Kokooyi (Dance),2016-12-13
4b6wpIQl94GYqvo5NRFRKv,Saturday Night,2017-02-05
3VKm01WVKMWiPLigbrVIut,Party Mad,2021-08-13
5PwwYfnSLgOERXMf7OkawM,Affi Di Money,2017-10-03
4nQEeNefkneiO5Qs6K78DD,Like Nyame,2021-06-22
4wv0PbUjUNg0fdVO3jZqKH,Inna Mi Corner,2018-03-18
0K6liL8dPTtMwfqFklayTf,It's Raining,2021-08-16
7mETSvZh89EIB3FfttOHNs,Tsoobi (Doll),2016-08-10
5mpAjvUyU0WOAezFjG3hwR,Mkportor Kportor,2017-10-03
1J7BhvTjNjBbfeXgH079uw,Papa Twitter,2016-08-10
6qvE2w0wnmIMNJtHhGeoCq,Death Warrant Riddim,2017-02-10
1NNydYD4jZPQcxMjMDi4rm,Kulcha Riddim,2014-10-06
4fMwMqvqKnoo4SRINGId1h,Trackers Minds,2022-06-24
6y8pn5TcFyX5sgjaoNj5g3,L AFRIQUE 4,2020-11-30
1DtjWUtf0KdZINU8K9gaGJ,Winning Formuler,2020-08-29
0T9m7o5z95pQm0HYgSgScI,Who Tell You?,2020-08-23
6GB4ySk6i9VkVqFdN7gS2F,AfroChill Mix (DJ Mix),2023-01-13
1jnqqunlkuo8ErjCxbAkQA,Pussy Tight,2016-11-23
2OJPk9VUwT64A4eVrNERw6,Disaster,2017-11-15
01hEW4yx6ksCX49gNhrIPo,You Shock Me,2017-05-12
5hJAemhkDH8NaAWdRKjOIM,MAFIA (Special Version),2022-09-13
2mbt48b2ILJROeHL0UiLxH,Do Am for Me,2019-05-24
0AdjUSPHA7S9YkWCjk5qKj,New Formula,2019-06-17
1eATjcM7a1EJCRjZVe8Qhx,True Believer,2018-03-18
4KeBWxz2NRYTOVYVQRHdGS,Agradaa,2021-08-24
45eXfOXgkmeuv1j6QEfJPQ,Ama Rita,2020-04-29
57JYTZf3pJkh0FAZdygbme,Changer,2019-04-28
68VU9qhH32gcmCZJzt737y,Bandana,2022-02-11
4ixK4j02hz2dqkmy8KnyQS,Pañia,2021-08-18
23p4d6Z9qnrEa9vB4ZZagX,Stars and Space,2020-03-11
2PSRnEU4yYrpJNTLZdEFGH,OMG,2017-02-06
0Io0d5dLi1eOT1RZXHrOQp,Reality,2016-01-27
4q4z1LMKXO1oaZMnUVVsaw,Rich Life,2021-04-28
6l5eNUMFYYuPAqs7b3JLwn,Mama,2016-05-11
2jJXedn9ZWKk5qC0iSzjYU,Paper,2017-05-12
1zugKDeregdrokBMX7ro0o,Hmmmm Chale,2021-08-14
4a8eRKDQVXPg4bsquKd7dt,Network,2021-06-27
2AYNiuRjAnJR06GDVGk24C,We Taya,2021-03-28
5kpTcuNQxbgaa5hMGl8xuK,Victoria,2017-06-06
2CH0sn1tzH0Hyx1uPLTXTh,Scumbag,2020-03-19
5qwHa7QFzviM6W81fO8PyB,Bad Man,2020-09-25
1uEK4GJ6V2ljC251ZbxBnS,So Long,2020-07-14
0iXgWlGI4vjnWs5iFXUBNH,Like a King,2016-01-03
624MiQrZR4MSiNTOGHQ12z,Winner Stay,2016-08-18
5doHzFbBBYdcuIAY2ORIoG,Death Warrant Riddim,2017-10-27
5kxHP3IGeyoIIWuDauseWo,Where I Come From,2020-06-25
2OLNd6PUJvFD9EpFz55nYu,Thats my people,2022-09-13
1JVrt61O79C3kdaOMpmCdj,LIKE SUMMER,2022-01-30
3wcuHKAVfEibJRZoAmXOVl,Like Summer,2022-02-01
0TRUYKKhHcj12AGblCnqHm,Free Mason,2015-05-18
3uj9XT2fVFWPrG5iTNvMuH,No Mercy for the Cripple,2018-03-26
1qFhTO3aTFbcBBvMXsXOTM,Regular,2022-02-11
2mYWnSJC0ZVb8BxPto4lTw,Best of Myself,2021-06-22
2iPHBjPoYKSHA3nJxhPnRx,4lyf Mi Sey,2017-06-25
0zhLzO2BlvYCrfQ3UMh7I2,Maza Maza,2016-11-14
5BQ1vaXp7ApVqjo1lmjXhK,Summer Time,2019-04-12
2qqOaYyiguHxrWxb7fSGJk,Wumaami Tsw3,2016-05-16
6U2Xn2eqr1rejuseRm5Vx9,Your Rights,2021-12-31
3Gt3SOdjBMS0jDJCHyZgD8,Casper Nyovest,2018-11-13
3uY903RLLxMMCbkaxADyKm,If Its a Game,2017-10-10
2X2abEpjwyGOldnsM5DZ9z,You No Fit,2021-08-19
3XzwgYBKAeX8XskrJndWn6,Sacrifice,2021-11-04
6TjvLLGCP1n7T884vQNDGu,P. I. C (Partner in Crime),2020-10-13
4COhpMVH5Z4j1LqPgiSS2Q,Patoranking,2018-03-18
4YgjQkO9YtC6GHd7Vq3BKv,2 Known,2021-08-17
7Lh8tu7QYflWMG0ZBUZn0W,Stop Talk,2017-05-19
1iobwOcznCybCMVpmCurRj,Comfortable Lead,2017-03-13
1uua2L13rNVjUUfH7F01PW,Mission Impossible Riddim,2021-06-25
1Tn2PGL8rIwLgyJNh0rCPW,Disaster,2017-11-16
6bSymnwFORlP0nYQErj6ZH,Be Afraid - Single,2019-07-26
5Rct0dSLTWh56xv0S240W9,Black Friday,2017-09-17
2zBWwbdMQsh943zafdvtbG,World Champion,2016-09-26
7q08jcoYeQnAK1M2rMt8CK,Instinct Road,2020-09-22
6XMGk9mwrgNB3eDNIFcfFl,Trending Riddim,2018-11-16
7fUvk4zKsAyf05Zuj2To8k,Aliko Dangote,2017-02-14
3WgtQ3YWl4ZnxXtofb4zqH,Battyman Play,2016-11-29
3d0725Dfi1LKb4MadZ0bDI,STONKING TUNES 12,2021-01-07
30x65ZTuZnbOp1VWCHnajb,Rasta Dub,2016-11-23
6st3sMmgRhZQQrWHraa2qw,Magazine Release,2017-06-22
7wLugN27lxCg5hayE9HySZ,Burial and Memorial of Buffalo Souljah,2019-07-16
4uJkuzWzPEfJFsnHu8PilE,Platinum Kids and Friends,2017-10-02
1u6BvOl25dFRNThgKMSdqh,Mombasa Riddim,2018-11-16
61FmKjwHqhYxlbrsquuDQc,iPhone Riddim,2017-11-17
51rvnTwCBKpWg3LaEoFm3g,Hol' It,2015-10-21
426TxUrWzKOBPcRruxqFV5,See da Fool,2017-10-18
0nMjIyBrUtSK8Xy9oI7FQ5,Oko Niko,2019-03-07
4pOjNxBXPJ9LBnTWgn9Zp0,Mahama Paper,2016-03-29
6p8yuo7hEgwxq7WNAy1UTK,Madtin,2020-12-22
0WqHL4pOQW6F6WMipGhKwH,Aye,2018-08-24
2NcxxYf99348mL8ZkVkAci,Satan Company,2017-11-25
4t3rnqo0kazR7v4NWIPJ7d,Time No Dey,2019-11-28
73F5pzH8zSCywladtK7Mfb,Mayaa Tra (Been There Done That),2017-03-02
6ATLfhEgmhSue1kXQIr2VS,Satanic,2018-11-09
424RVyONcVmJgmCoZ3PDLn,Money and Dancehall (The Cashflow Riddim) [Turn Me Up Productions Presents],2016-02-19
7dbk6SBX97ThHauHG5VqBi,What If (Symphony Riddim),2021-07-01
4yLnBum3cNXWtoaTYkrpXh,Azaa,2020-11-15
17wM0HfHTcTKuV4OpvAawo,Amount,2018-07-23
643fzPRlPwtG5CkCIhPSJq,Fool Boy,2019-07-06
5kMKHKdEuFc697MY8l6sOb,Rookie,2020-09-02
10QGQtMIDZWUmVHyYfBUIy,Dem Dead,2021-02-21
3L3zAg4Xixa1Vr9Nl0kr8d,Nun a Gwan,2018-03-26
04vpVB2iLwTaSKHp58cVng,Real,2021-02-20
7M1lYztJJ2PUMxu5hYVcRM,Full Package,2021-02-26
4XwP2tpcdGYEPKAjaQjN2p,CruiseControl: How I Met The Biggest Bird (DJ Mix),2022-10-14
6HpIheUaZTYUvLxseDbcjT,Tail Light,2016-05-30
5NSdm45Y5FTDvraFFyjriS,Kaakaa Motobi,2019-03-13
4dw0xZ02VzjBzyOBvAHuTk,Deliver Me,2019-03-08
6rSbRgeJEjBLp3BcUcEM9x,One Man Killer,2017-02-28
4ixl3zwVFwczTJhPA6eBUn,Holy Man,2019-05-10
6KOMSVdm2p60CFmPCGgyIF,Local Champion,2016-05-11
3TtUlSpyoM3YuN8zz8zUDB,Ragga Ragga,2022-02-03
1GuQeAd8r9vr8UzticZDEk,Trackers Minds,2022-06-04
0eB6R0kdCXAkJCwUrx9t8k,Hausa Koko,2019-04-25
4EdGp9JJrl9DCEHuWqTmJO,Win Or Loose,2022-09-13
2YVLY5g1qAlG5o3PxVSpEJ,Convos,2021-06-29
6l3EGNvMR7zzLTJfjl3V9B,Thugs,2021-08-14
2PiSlM4unCgExOLJLTHbYK,One Thing,2021-08-16
6ee6EMIZyiUjXlhHHdwKHw,Never sleep,2022-09-13
79AEYbzlxdbTx1pZ5UTaTU,Oh Ghana,2017-11-15
00EPqplRpECAHP6g2FLEdl,Bag a Money,2017-08-18
1pBVA0rqiorCA1FTuxVZAZ,I Hate Nonsense,2019-11-01
1JUUFvPAfGZKpBXXbsSDZO,Neighborhood Hero,2017-07-06
1eHVPmCLmI6ybh6DsvT4c4,Conquest Paradise Riddim,2019-02-15
124bUetUQGbJ60sBkwDhf2,Car Race,2021-08-16
5RNWOwTamEmbjSvPfECftH,Go Mad,2017-01-23
466UbGhCtnWkAMXo7nWdos,Another Ghetto Youth,2018-11-28
4oGto0bLlJLOzgAwNmJqWh,Ice Cream Shop - Single,2016-12-16
4fDnaw9D2KkD0YjttTCzzq,Bleed n Run,2017-05-19
1UtrkwSuwN60DF1jfNlwt3,Story to Tell,2016-12-18
0GvapMLNMxSTzObZ4IrJm4,Storm Energy,2022-02-01
1Y5BZIlQOZcuurIvHA84dk,Bombers,2021-06-04
0jT5zfp2AmnQQWLzN3MYST,Drive By,2021-09-03
3xzZVvHBjSxqwdUzDoDxeR,Ashaiman,2017-10-03
1AmDFQ5Udc0OgsZeNX6Ho7,Birthday Skit,2017-10-14
42E6Dgd65C1Cz06DeSsfL4,Fufui (Pound It),2017-01-28
0VV7CA5610xSlbM8YyZMBy,On Dem,2016-11-14
525Drac8NbGGT6VMj5Fllx,Libya,2018-03-18
1pA87T9fI2YU71nCHQqov4,Tell Me a Lie,2016-04-12
1EyDadTJvJ3yCtKzOlU5zb,Likes,2017-02-28
5aRhLuT8mvusQcZEglVz4e,Pree Me Era,2016-05-31
0v2s2hSLBnQtJI5kZybGL1,Like You,2016-03-29
69uld1zNwZ2gVHxLOtPvd6,Money Money,2016-03-22
50sjdPN5qL5AzEKMoBpBsi,Election Time,2016-07-19
0OqnguscUhgc6dNWDSR5vC,Psychotic Riddim,2017-10-13
6n5z8fDKT6sSF7S1WOawLV,Zion,2020-02-28
3BJbhYsJbuLp5hlzHtoqND,Rise My Gun,2016-08-18
3uNqbDmLlIArYU4r2R11nh,Economy,2018-04-16
6ilx4v7qCD42zPcwkiSMcM,Motherland Connection,2022-04-15
2nn6HtYZATBkIH9oXgruig,SHELLSHOCKERS 8,2020-11-20
3c0GAUFdgm9Zf8mzNRDt1l,Miami Heights Riddim,2019-08-02
0EOHC7yap4s1dBdkyJz2Kb,Economy,2018-05-04
5iJSNKPKQhy65MQJVYYQ6l,Bust Dem Throat,2016-07-19
7djv81U2qM73gP5UJi6RlU,Zj Dymond (Instant Re-Play) Vol. 1,2018-10-26
218aNFNbNspDnmsLvHLukb,Kakai,2016-01-27
3ZuCt9PRHD09hDVbxvsYTZ,Oluwa Is My Boss,2017-11-24
409lzuLCVYJGvULwdVWvLQ,Eye Red,2021-06-20
7oLKUcXkF7dsHianCBxaGQ,My Queen,2017-09-22
5T5P646SPsejQW3k6WGTbH,Shame on You,2017-11-11
3nH9dviYm7oxFJQW4I7FOU,Dukui,2018-04-24
7g6b13Pa6fvLq8qcEnZlZ5,Alien,2020-04-26
2uIMwIqzQua8qz4ObYt9Hu,Alakpator,2018-09-21
2F5SbNpVSwxH3ajRAKoHVX,Paparazzi,2017-10-10
0Xo8x3oE6zMw3pL677zMf7,Store Room,2019-04-05
0jWnYUkvdI6RGzVpK0apoz,Sleeping Sickness,2018-07-07
4KPtg1grxQPlj443e6sNvZ,Winning Formula,2020-08-07
0cqLHtBiEBHnzBISSaKrNR,Real Badman,2017-01-09
1V6wCi6tn0HWgD4PpzfEgS,Kill and Gone,2020-09-16
7mSIC7B3erQEeASiRSTI63,Freemason,2016-11-24
4Y3SGXh89ZGmOIENjHWR8A,Blogger,2016-09-26
5aSemWsvcNp7wSJslJ2Ihi,Fuck Sars,2020-10-11
2sMIon5V9LNiFGRiNbgD7N,Fool Is The Last To Know - Single,2017-09-08
5bqyghNQs508l6yo18XyQg,Fapimso,2020-04-29
5YADEIu3jEpiZ3dvEmkxLP,Mama Stories,2018-05-13
63HtmdUP8Vlb1XgsMME3Bf,Ghetto Star,2017-02-07
6kqa4hXkm702LCHINVgc9N,Am OK,2016-03-28
6fIPx7XEfCVCynbl1dmAb5,Gangsta No Deh Call Police,2017-01-31
3FyHzzRnW4EMfI4pGvJpxZ,Handle It,2017-10-30
4ZSeLpbBGplZ2lwMAs9mbs,Future Dollar,2020-04-11
03UdPEkreODTnlbLhKGP7W,First Stone,2016-05-30
6zb4HRQ3qH2ZKPNz7gQB8y,Brain Wire (Freestyle),2020-10-27
3XmCxMccAQyDxjrzzRcrId,Commander Bush,2018-03-26
0UwTsrM9uWO4BIYjtbZDwQ,Mafia,2022-09-14
01YAjFtPxvdO3Hr0NISYG4,Getting Loud,2021-08-20
6L0w3Z3imXPZuBDowubTxD,Landlord,2022-01-23
5U8ZUWcR7nbCb2WG01h2X6,Horny,2020-02-17
3kxPaasOHbee1CziAQ2uNk,I Can Feel It,2018-11-28
7y3lR4ZwchyIh15vdBlhFX,When You Fail,2019-03-19
3cazRSjQrCqnUs1kaNeY6j,Trust No Telephone,2020-12-24
4nXqToKPVryw5iGFGxJyWZ,No Body Bigger Than God,2021-11-15
0yOO4decBGNvSSQ1mUF24g,Ego Taya Dem,2018-03-18
343KzmJmGmabC1CyfW4EXw,Don't Call Mom,2021-02-25
5DTdW4sVeG0G5BOQMuF1a2,Fedipaypa,2016-11-23
3Vf64t3OAX1k6IQ9m8jghP,Dancehall Landlord,2017-11-16
0z7QGrl33sGK1mZ0tiqKjC,Prepare for War,2018-10-02
47cUUrrO3a5XuAfQD0asfH,Hope,2016-03-29
1OASsz6Y5BGfiCrxEuwU1k,Life in Nima,2018-05-19
2LLQrPcuf6EnN03x6N7YwZ,Come Ova,2016-11-24
3VM58g3Ct0IKJLtyRWyGK9,Safe House Riddim,2018-06-01
4Mv2d32n90xkS4cvxMOK9C,Bronya (Christmas),2016-12-13
3XGwCeR0iylfXXYdFwWof4,We no deh fall,2022-02-11
6PdQlRBPAXOs9OFEMQDvls,Only You,2018-05-22
73iqQyGsButkLO1JP9gZW6,Who Win,2016-12-13
6h6tBMVa03tlN29WihTXPq,F.U.C.K.I.N.G,2017-09-14
3ri3jDMAs0KJOy20J4PmJj,Lights Camera Action,2019-05-03
4QydxwEtF7pnCwW01TXOOd,Throwback,2016-12-18
48dOgqB8IZVwTj3b5giO8a,Don't You Want It,2016-11-24
6yJbnt0kXoPDx36GyB7hDU,Gun Shot,2016-11-24
4fmTxIwqLczLqKYfqoDs58,Lip Service,2016-01-27
2bkqlkVzHo9A4voXqEJEJZ,Holocaust Riddim,2018-06-15
3jitVv0kJAGBmaELZ0CT9y,Hater Gone,2017-09-14
2e1mzgGlet7JIFQ1qGAnMf,These Times,2017-06-22
2arjtfKemucJ5YZdhrTARH,Evil,2016-12-21
759jiblXdxLCtUeznrqUUK,Sm Assasin,2019-11-27
6EK2arkOpqTBPrVgOWkssZ,Cough Cough,2020-02-26
4fNdHCQdc8r2IMWeVL9k16,This Is Dancehall Vol. 1,2020-02-14
3SPMRj2VhKWc113h3DBICF,Producer 9-0 Indie Artists to Vibe With,2020-06-19
1VYsmNJWROOYCfeL983PMO,M3gya Agbagba (I Try),2017-09-17
5WDD773bkGaA1m7QUTcvP9,Go Shordy,2017-06-19
5O9c6EQtK49GlOtN6ZKLYP,Ghana Be Village,2018-11-29
3MsxFL5KZk6z6BaWaLu2VY,Penalty,2017-06-27
7JPnwUv1L3yOBleJq5whTu,2019,2019-01-01
1dIMDcEN37kkBuN9vwiaal,Tamale,2017-06-21
5mgqlHlioL59SrrCIdjodV,Swizz Bank,2019-05-01
7vIvsrrlOksDQryVKTmWNA,Walk Pon Dem,2022-09-13
4TOh3wdsYdc7CUNQe6mdEx,Why Always Me?,2021-11-19
3cIJAN4IbRwIz3rIAdd19A,Hear Your Cry,2020-02-14
24wtY2B9EpoaA4uZj1SD6m,Bie Gya,2016-04-12
4vRC8Ca6952QzCZMgAMMyF,All Eyes on Me,2018-04-22
1BCIBMxLWXrMcXxpyty0Jb,I Laf Enter Mall,2016-05-16
5TFfyYAixf0KEFr9F3kM8V,Bushmeat,2021-08-16
6cngVkY76McurBLmLWm55C,Dream,2020-07-31
4sxPCbRxL64ChFg5VSPagK,"2 Pah Pah (100,000)",2019-07-02
5chAy7bWbM0d9KRwP6tqb3,Drama King,2018-12-14
6fBDEZfDuGOQs1tC69EP5b,Performer,2018-04-10
019lmBeKLk2fMhejJ6bE7F,Stay Kool,2020-02-02
6AleH80JheCQpujvoyNzyH,Pray for Me,2018-03-18
03hXAGjDrt7g5B6YQwOB2F,Rado Rado,2017-10-31
1SdTqc5WV3AFKEHWzR7fhm,The Job,2019-06-14
6nnewygPUN7cvuNiomlFMx,Chocolate Love,2018-05-11
7Fg1Y1uRKLMlysJ9w8AEDA,Gallis Party,2018-01-05
22XUgi9vlg63pp0NKllsNn,Am Blessed,2017-03-08
2iGO0yj0L8ZKOM0zAMOQHi,Free up Di Gaza,2016-06-14
3l1LwJyvjGYyVdzS3RGeoX,Our Names,2016-03-29
5EgjNMEuvYlAHXRmC9nAbZ,Fe Di Money,2016-07-13
7t1R2I0rVFr5meH0lxIyk5,Mood,2018-03-26
35IXsUB71sA8YkoxOzQwjt,Are You Ok?,2021-09-03
4xTUzT9IJE5bAQGqSWghw7,DONT START,2022-01-25
5IbHmUOHc7O91Jj24zKrXO,The Order,2017-02-05
5DXTz6046FKhFWqKIt3Fhq,Power,2017-08-11
20aiKsGjlqVSl8tFW5OPsz,Un General Announcement pt. 2,2021-02-23
05zPBZVBCv8yLVkcE13xzR,Black Board,2021-03-02
4ebup8NOMyFiHT4bo7uCzm,Run 4 Yuh Lyf,2019-04-24
069nICkfhTtBqSKXgPWc7t,Kll 'Em,2021-03-28
6m7IFUbtrJo4tnJLsPIcMf,Sexy Lady,2020-04-18
4pYg6fePIvL2M4aGKIf6z0,Zylofon,2018-03-18
42R3GuUDGixCIHzsJMp58W,Ejuma No Si,2016-08-10
1fjp6FwVziCqT0YpdddJ2z,Dem Fraid,2016-05-31
6mqhdd7HfDkyLLSjB1BT3Z,Y3 Koom (Radio Version),2018-11-15
3cgrIrPrFLYtAWrCKP9jrh,Automatically,2020-09-13
2o5OxyNYKPYCCCxDHOfINL,Are You Still Mine,2019-05-24
2226DJVxaf7SJpUnNJ3WiI,Look Stupid,2021-08-16
47ZJO0dKFHc9T8OnN6MU8C,Y3 Koom,2018-11-02
7lHIK6eV3aoNIQ7Nrr6jmw,ATTA,2021-12-04
7IkOwb6Uqcw6DW7riJ1qgQ,Tropical House Cruises to Jamaica World Music Edition,2020-09-11
7yABsXmLD1gZhVq00SwE4G,G6ixx Riddim Vol. 2,2019-05-31
3pVO9s6Zb3p4ITrwzXRhVv,Society Contract,2022-08-24
3QijEjW6jQAKQhVuSbilMn,Driving License,2019-07-05
3lKMJ5AVCdu9R2c0C65aSx,KumcHacha,2018-12-26
66C5DsQslXVL1oGfnjd0Hp,We on Fire,2014-07-07
6xHuX3SBlK3ohvHsocFf1W,Yamayama,2022-01-03
4vumjOosKbh2wlUGKZwqPU,Living My Life,2022-10-21
1v1Dt8xBrw58DL2yWu1B9g,Ay3 Half Cast,2020-01-11
1WA1IoW8vhEjgutJSpj17t,Too Big,2016-08-12
7wTpI9A8KWpzeUtqw4LWZc,Mannequin,2020-03-06
1PonUhTHkNfjbPGNqQd9qy,Eka Aba Fie,2020-12-04
2C8dvJtobBslyGzZ1TGXpv,Dangote,2018-12-26
4Q8Qg3uGGyAL3LYAvkOXcj,Back Again,2014-07-07
